"Date","Price","Open","High","Low","Vol.","Change %"
"2010-08-02","1,125.90","1,107.50","1,127.30","1,107.50","","2.21%"
"2010-07-30","1,101.60","1,098.40","1,106.40","1,088.00","","0.01%"
"2010-07-29","1,101.50","1,108.10","1,115.90","1,092.80","","-0.42%"
"2010-07-28","1,106.10","1,112.80","1,114.70","1,103.10","","-0.69%"
"2010-07-27","1,113.80","1,117.40","1,121.00","1,109.80","","-0.11%"
"2010-07-26","1,115.00","1,102.90","1,115.00","1,101.30","","1.12%"
"2010-07-23","1,102.70","1,092.20","1,103.70","1,087.90","","0.82%"
"2010-07-22","1,093.70","1,072.10","1,097.50","1,072.10","","2.25%"
"2010-07-21","1,069.60","1,086.70","1,089.00","1,065.20","","-1.28%"
"2010-07-20","1,083.50","1,064.50","1,083.90","1,056.90","","1.15%"
"2010-07-19","1,071.20","1,066.80","1,074.70","1,061.10","","0.59%"
"2010-07-16","1,064.90","1,093.80","1,093.80","1,063.30","","-2.88%"
"2010-07-15","1,096.50","1,094.50","1,098.70","1,080.50","","0.12%"
"2010-07-14","1,095.20","1,095.60","1,099.10","1,087.70","","-0.01%"
"2010-07-13","1,095.30","1,080.70","1,099.50","1,080.70","","1.53%"
"2010-07-12","1,078.80","1,077.20","1,080.80","1,070.50","","0.07%"
"2010-07-09","1,078.00","1,070.50","1,078.20","1,068.10","","0.73%"
"2010-07-08","1,070.20","1,062.90","1,071.20","1,058.20","","0.93%"
"2010-07-07","1,060.30","1,028.50","1,060.90","1,028.50","","3.13%"
"2010-07-06","1,028.10","1,028.10","1,042.50","1,018.40","","0.54%"
"2010-07-02","1,022.60","1,027.70","1,033.00","1,015.90","","-0.47%"
"2010-07-01","1,027.40","1,031.10","1,033.60","1,010.90","","-0.32%"
"2010-06-30","1,030.70","1,040.60","1,048.10","1,028.30","","-1.01%"
"2010-06-29","1,041.20","1,071.10","1,071.10","1,035.20","","-3.11%"
"2010-06-28","1,074.60","1,077.50","1,082.60","1,071.50","","-0.20%"
"2010-06-25","1,076.80","1,075.10","1,083.60","1,067.90","","0.29%"
"2010-06-24","1,073.70","1,090.90","1,090.90","1,071.60","","-1.68%"
"2010-06-23","1,092.00","1,095.60","1,099.60","1,085.30","","-0.30%"
"2010-06-22","1,095.30","1,113.90","1,118.50","1,094.20","","-1.61%"
"2010-06-21","1,113.20","1,122.80","1,131.20","1,108.20","","-0.38%"
"2010-06-18","1,117.50","1,116.20","1,121.00","1,113.90","","0.13%"
"2010-06-17","1,116.00","1,116.00","1,117.70","1,105.90","","0.13%"
"2010-06-16","1,114.60","1,114.00","1,118.70","1,107.10","","-0.05%"
"2010-06-15","1,115.20","1,091.20","1,115.60","1,091.20","","2.35%"
"2010-06-14","1,089.60","1,095.00","1,105.90","1,089.00","","-0.18%"
"2010-06-11","1,091.60","1,082.70","1,092.20","1,077.10","","0.44%"
"2010-06-10","1,086.80","1,058.80","1,087.80","1,058.80","","2.95%"
"2010-06-09","1,055.70","1,062.80","1,077.70","1,052.20","","-0.59%"
"2010-06-08","1,062.00","1,050.80","1,063.20","1,042.20","","1.09%"
"2010-06-07","1,050.50","1,065.80","1,071.40","1,049.90","","-1.35%"
"2010-06-04","1,064.90","1,098.40","1,098.40","1,060.50","","-3.44%"
"2010-06-03","1,102.80","1,098.80","1,105.70","1,091.80","","0.40%"
"2010-06-02","1,098.40","1,073.00","1,098.60","1,072.00","","2.59%"
"2010-06-01","1,070.70","1,087.30","1,094.80","1,069.90","","-1.72%"
"2010-05-28","1,089.40","1,102.60","1,102.60","1,084.80","","-1.24%"
"2010-05-27","1,103.10","1,074.30","1,103.50","1,074.30","","3.29%"
"2010-05-26","1,068.00","1,075.50","1,090.80","1,065.60","","-0.56%"
"2010-05-25","1,074.00","1,067.40","1,074.80","1,040.80","","0.03%"
"2010-05-24","1,073.70","1,084.80","1,090.00","1,072.70","","-1.29%"
"2010-05-21","1,087.70","1,067.30","1,090.20","1,055.90","","1.50%"
"2010-05-20","1,071.60","1,107.30","1,107.30","1,071.60","","-3.89%"
"2010-05-19","1,115.00","1,119.60","1,124.30","1,100.70","","-0.52%"
"2010-05-18","1,120.80","1,138.80","1,148.70","1,117.20","","-1.42%"
"2010-05-17","1,136.90","1,136.50","1,141.90","1,115.00","","0.11%"
"2010-05-14","1,135.70","1,157.20","1,157.20","1,126.10","","-1.87%"
"2010-05-13","1,157.40","1,170.00","1,173.60","1,156.10","","-1.22%"
"2010-05-12","1,171.70","1,155.40","1,172.90","1,155.40","","1.38%"
"2010-05-11","1,155.80","1,156.40","1,170.50","1,147.70","","-0.34%"
"2010-05-10","1,159.70","1,122.30","1,163.80","1,122.30","","4.39%"
"2010-05-07","1,110.90","1,127.00","1,135.10","1,094.20","","-1.53%"
"2010-05-06","1,128.20","1,164.40","1,167.60","1,065.80","","-3.23%"
"2010-05-05","1,165.90","1,169.20","1,176.00","1,158.20","","-0.66%"
"2010-05-04","1,173.60","1,197.50","1,197.50","1,168.10","","-2.39%"
"2010-05-03","1,202.30","1,188.60","1,205.10","1,188.60","","1.31%"
"2010-04-30","1,186.70","1,206.80","1,208.00","1,186.30","","-1.67%"
"2010-04-29","1,206.80","1,193.30","1,209.40","1,193.30","","1.29%"
"2010-04-28","1,191.40","1,184.60","1,195.00","1,181.80","","0.65%"
"2010-04-27","1,183.70","1,209.90","1,211.40","1,181.60","","-2.33%"
"2010-04-26","1,212.00","1,217.10","1,219.80","1,211.10","","-0.44%"
"2010-04-23","1,217.30","1,207.90","1,217.30","1,205.10","","0.71%"
"2010-04-22","1,208.70","1,202.50","1,210.30","1,190.20","","0.23%"
"2010-04-21","1,205.90","1,207.20","1,211.00","1,198.80","","-0.11%"
"2010-04-20","1,207.20","1,199.00","1,208.60","1,199.00","","0.81%"
"2010-04-19","1,197.50","1,192.10","1,197.90","1,183.70","","0.45%"
"2010-04-16","1,192.10","1,210.20","1,210.20","1,186.80","","-1.62%"
"2010-04-15","1,211.70","1,210.80","1,213.90","1,208.50","","0.08%"
"2010-04-14","1,210.70","1,198.70","1,210.70","1,198.70","","1.12%"
"2010-04-13","1,197.30","1,195.90","1,199.00","1,188.80","","0.07%"
"2010-04-12","1,196.50","1,194.90","1,199.20","1,194.70","","0.18%"
"2010-04-09","1,194.40","1,187.50","1,194.70","1,187.20","","0.67%"
"2010-04-08","1,186.40","1,181.80","1,188.50","1,175.10","","0.33%"
"2010-04-07","1,182.50","1,188.20","1,189.60","1,177.20","","-0.58%"
"2010-04-06","1,189.40","1,186.00","1,191.80","1,182.80","","0.17%"
"2010-04-05","1,187.40","1,178.70","1,187.70","1,178.70","","0.79%"
"2010-04-01","1,178.10","1,171.20","1,181.40","1,170.70","","0.74%"
"2010-03-31","1,169.40","1,171.80","1,174.60","1,165.80","","-0.33%"
"2010-03-30","1,173.30","1,173.80","1,177.80","1,168.90","","0.01%"
"2010-03-29","1,173.20","1,167.70","1,174.80","1,167.70","","0.57%"
