"Date","Price","Open","High","Low","Vol.","Change %"
"2022-03-07","4,201.09","4,327.01","4,327.01","4,199.85","","-2.95%"
"2022-03-04","4,328.87","4,342.12","4,342.12","4,284.98","","-0.79%"
"2022-03-03","4,363.49","4,401.31","4,416.78","4,345.56","","-0.53%"
"2022-03-02","4,386.54","4,322.56","4,401.48","4,322.56","","1.86%"
"2022-03-01","4,306.26","4,363.14","4,378.45","4,279.54","","-1.55%"
"2022-02-28","4,373.94","4,354.17","4,388.84","4,315.12","","-0.24%"
"2022-02-25","4,384.65","4,298.38","4,385.34","4,286.83","","2.24%"
"2022-02-24","4,288.70","4,155.77","4,294.73","4,114.65","","1.50%"
"2022-02-23","4,225.50","4,324.93","4,341.51","4,221.51","","-1.84%"
"2022-02-22","4,304.76","4,332.74","4,362.12","4,267.11","","-1.01%"
"2022-02-18","4,348.87","4,384.57","4,394.60","4,327.22","","-0.72%"
"2022-02-17","4,380.26","4,456.06","4,456.06","4,373.81","","-2.12%"
"2022-02-16","4,475.01","4,455.75","4,489.55","4,429.68","","0.09%"
"2022-02-15","4,471.07","4,429.28","4,472.77","4,429.28","","1.58%"
"2022-02-14","4,401.67","4,412.61","4,426.22","4,364.84","","-0.38%"
"2022-02-11","4,418.64","4,506.27","4,526.33","4,401.41","","-1.90%"
"2022-02-10","4,504.10","4,553.20","4,588.90","4,484.30","","-1.81%"
"2022-02-09","4,587.20","4,547.00","4,590.00","4,547.00","","1.45%"
"2022-02-08","4,521.50","4,480.00","4,531.30","4,465.40","","0.84%"
"2022-02-07","4,483.90","4,505.80","4,521.90","4,471.50","","-0.37%"
"2022-02-04","4,500.50","4,482.80","4,539.70","4,451.50","","0.52%"
"2022-02-03","4,477.40","4,535.40","4,542.90","4,470.40","","-2.44%"
"2022-02-02","4,589.40","4,566.40","4,595.30","4,544.30","","0.94%"
"2022-02-01","4,546.50","4,519.60","4,550.50","4,483.50","","0.68%"
"2022-01-31","4,515.60","4,431.80","4,516.90","4,414.00","","1.89%"
"2022-01-28","4,431.90","4,336.20","4,432.70","4,292.50","","2.44%"
"2022-01-27","4,326.50","4,380.60","4,428.70","4,309.50","","-0.54%"
"2022-01-26","4,349.90","4,408.40","4,453.20","4,304.80","","-0.15%"
"2022-01-25","4,356.40","4,366.60","4,411.00","4,287.10","","-1.22%"
"2022-01-24","4,410.10","4,356.30","4,417.40","4,222.60","","0.28%"
"2022-01-21","4,397.90","4,471.40","4,494.50","4,395.30","","-1.89%"
"2022-01-20","4,482.70","4,547.40","4,602.10","4,477.90","","-1.11%"
"2022-01-19","4,532.80","4,588.00","4,611.60","4,530.20","","-0.97%"
"2022-01-18","4,577.10","4,632.20","4,632.20","4,568.70","","-1.84%"
"2022-01-14","4,662.90","4,638.00","4,665.10","4,614.80","","0.08%"
"2022-01-13","4,659.00","4,733.60","4,744.10","4,650.30","","-1.43%"
"2022-01-12","4,726.40","4,728.60","4,748.80","4,706.70","","0.28%"
"2022-01-11","4,713.10","4,669.10","4,714.10","4,638.30","","0.92%"
"2022-01-10","4,670.30","4,655.30","4,673.00","4,582.20","","-0.14%"
"2022-01-07","4,677.00","4,697.70","4,707.90","4,662.70","","-0.41%"
"2022-01-06","4,696.10","4,693.40","4,725.00","4,671.30","","-0.10%"
"2022-01-05","4,700.60","4,788.00","4,797.70","4,699.40","","-1.94%"
"2022-01-04","4,793.50","4,804.50","4,818.60","4,774.30","","-0.06%"
"2022-01-03","4,796.60","4,778.10","4,796.60","4,758.20","","0.64%"
"2021-12-31","4,766.20","4,775.20","4,786.80","4,765.80","","-0.26%"
"2021-12-30","4,778.70","4,794.20","4,808.90","4,775.30","","-0.30%"
"2021-12-29","4,793.10","4,788.60","4,804.10","4,778.10","","0.14%"
"2021-12-28","4,786.40","4,795.50","4,807.00","4,780.00","","-0.10%"
"2021-12-27","4,791.20","4,734.00","4,791.50","4,734.00","","1.38%"
"2021-12-23","4,725.80","4,704.00","4,740.70","4,704.00","","0.62%"
"2021-12-22","4,696.60","4,650.40","4,697.70","4,645.50","","1.02%"
"2021-12-21","4,649.20","4,595.00","4,651.10","4,583.20","","1.78%"
"2021-12-20","4,568.00","4,587.90","4,587.90","4,531.10","","-1.14%"
"2021-12-17","4,620.60","4,652.50","4,666.70","4,600.20","","-1.03%"
"2021-12-16","4,668.70","4,719.10","4,732.00","4,651.90","","-0.87%"
"2021-12-15","4,709.90","4,636.50","4,712.60","4,611.20","","1.64%"
"2021-12-14","4,634.10","4,643.00","4,660.50","4,606.50","","-0.75%"
"2021-12-13","4,669.00","4,710.30","4,710.30","4,667.60","","-0.91%"
"2021-12-10","4,712.00","4,687.60","4,713.60","4,670.20","","0.96%"
"2021-12-09","4,667.40","4,691.00","4,695.30","4,666.00","","-0.72%"
"2021-12-08","4,701.20","4,690.90","4,705.10","4,674.50","","0.31%"
"2021-12-07","4,686.80","4,632.00","4,694.00","4,632.00","","2.07%"
"2021-12-06","4,591.70","4,548.40","4,612.60","4,540.50","","1.17%"
"2021-12-03","4,538.40","4,589.50","4,608.00","4,495.10","","-0.85%"
"2021-12-02","4,577.10","4,504.70","4,595.50","4,504.70","","1.42%"
"2021-12-01","4,513.00","4,602.80","4,652.90","4,510.30","","-1.18%"
"2021-11-30","4,567.00","4,640.20","4,646.00","4,560.00","","-1.90%"
"2021-11-29","4,655.30","4,628.80","4,672.90","4,625.30","","1.32%"
"2021-11-26","4,594.60","4,664.60","4,664.60","4,585.40","","-2.27%"
"2021-11-24","4,701.50","4,675.80","4,702.90","4,659.90","","0.23%"
"2021-11-23","4,690.70","4,678.50","4,699.40","4,652.70","","0.17%"
"2021-11-22","4,682.90","4,712.00","4,743.80","4,682.20","","-0.32%"
"2021-11-19","4,698.00","4,708.40","4,717.80","4,694.20","","-0.14%"
"2021-11-18","4,704.50","4,700.70","4,708.80","4,672.80","","0.34%"
"2021-11-17","4,688.70","4,701.50","4,701.50","4,684.40","","-0.26%"
"2021-11-16","4,700.90","4,679.40","4,714.90","4,679.40","","0.39%"
"2021-11-15","4,682.80","4,689.30","4,697.40","4,672.90","","0.00%"
"2021-11-12","4,682.90","4,655.20","4,688.50","4,650.80","","0.72%"
"2021-11-11","4,649.30","4,659.40","4,664.60","4,648.30","","0.06%"
"2021-11-10","4,646.70","4,670.30","4,684.90","4,630.90","","-0.82%"
"2021-11-09","4,685.20","4,707.20","4,708.50","4,670.90","","-0.35%"
"2021-11-08","4,701.70","4,701.50","4,714.90","4,694.40","","0.09%"
"2021-11-05","4,697.50","4,699.30","4,718.50","4,681.30","","0.37%"
"2021-11-04","4,680.10","4,662.90","4,683.00","4,662.60","","0.42%"
"2021-11-03","4,660.60","4,630.60","4,663.50","4,621.20","","0.65%"
"2021-11-02","4,630.60","4,613.30","4,635.10","4,613.30","","0.37%"
"2021-11-01","4,613.70","4,610.60","4,620.30","4,595.10","","0.18%"
"2021-10-29","4,605.40","4,572.90","4,608.10","4,567.60","","0.20%"
"2021-10-28","4,596.40","4,562.80","4,597.60","4,562.80","","0.98%"
"2021-10-27","4,551.70","4,580.20","4,584.60","4,551.70","","-0.50%"
"2021-10-26","4,574.80","4,578.70","4,598.50","4,569.20","","0.18%"
"2021-10-25","4,566.50","4,553.70","4,572.60","4,537.40","","0.48%"
"2021-10-22","4,544.90","4,546.10","4,559.70","4,524.00","","-0.11%"
"2021-10-21","4,549.80","4,532.20","4,551.40","4,526.90","","0.30%"
"2021-10-20","4,536.20","4,524.40","4,540.90","4,524.40","","0.37%"
"2021-10-19","4,519.60","4,497.30","4,520.40","4,496.40","","0.74%"
"2021-10-18","4,486.50","4,463.70","4,488.80","4,447.50","","0.34%"
"2021-10-15","4,471.40","4,447.70","4,475.80","4,447.70","","0.75%"
"2021-10-14","4,438.30","4,386.80","4,439.70","4,386.80","","1.71%"
"2021-10-13","4,363.80","4,358.00","4,372.90","4,329.90","","0.30%"
"2021-10-12","4,350.60","4,368.30","4,374.90","4,342.10","","-0.24%"
"2021-10-11","4,361.20","4,385.40","4,415.90","4,360.60","","-0.69%"
"2021-10-08","4,391.30","4,406.50","4,412.00","4,386.20","","-0.19%"
"2021-10-07","4,399.80","4,383.70","4,430.00","4,383.70","","0.83%"
"2021-10-06","4,363.60","4,319.60","4,365.60","4,290.50","","0.41%"
"2021-10-05","4,345.70","4,309.90","4,369.20","4,309.90","","1.05%"
"2021-10-04","4,300.50","4,348.80","4,355.50","4,278.90","","-1.30%"
"2021-10-01","4,357.00","4,317.20","4,375.20","4,288.50","","1.15%"
"2021-09-30","4,307.50","4,370.70","4,382.60","4,306.20","","-1.19%"
"2021-09-29","4,359.50","4,362.40","4,385.60","4,355.10","","0.16%"
"2021-09-28","4,352.60","4,419.50","4,419.50","4,346.30","","-2.04%"
"2021-09-27","4,443.10","4,442.10","4,457.30","4,436.20","","-0.28%"
"2021-09-24","4,455.50","4,438.00","4,463.10","4,430.30","","0.15%"
"2021-09-23","4,449.00","4,406.80","4,465.40","4,406.80","","1.21%"
"2021-09-22","4,395.60","4,367.40","4,416.80","4,367.40","","0.95%"
"2021-09-21","4,354.20","4,374.40","4,394.90","4,348.00","","-0.08%"
"2021-09-20","4,357.70","4,402.90","4,402.90","4,305.90","","-1.70%"
"2021-09-17","4,433.00","4,469.70","4,471.50","4,427.80","","-0.91%"
"2021-09-16","4,473.80","4,477.10","4,485.90","4,443.80","","-0.15%"
"2021-09-15","4,480.70","4,447.50","4,486.90","4,438.40","","0.85%"
"2021-09-14","4,443.10","4,479.30","4,485.70","4,435.50","","-0.57%"
"2021-09-13","4,468.70","4,474.80","4,493.00","4,445.70","","0.23%"
"2021-09-10","4,458.60","4,506.90","4,520.50","4,457.70","","-0.77%"
"2021-09-09","4,493.30","4,513.00","4,529.90","4,492.10","","-0.46%"
"2021-09-08","4,514.10","4,518.10","4,521.80","4,493.90","","-0.13%"
"2021-09-07","4,520.00","4,535.40","4,535.40","4,513.00","","-0.34%"
"2021-09-03","4,535.40","4,532.40","4,541.40","4,521.30","","-0.03%"
"2021-09-02","4,536.90","4,534.50","4,545.90","4,524.70","","0.28%"
"2021-09-01","4,524.10","4,528.80","4,537.10","4,522.00","","0.03%"
"2021-08-31","4,522.70","4,529.80","4,531.40","4,515.80","","-0.13%"
"2021-08-30","4,528.80","4,513.80","4,537.40","4,513.80","","0.43%"
"2021-08-27","4,509.40","4,474.10","4,513.30","4,474.10","","0.88%"
"2021-08-26","4,470.00","4,493.80","4,495.90","4,469.00","","-0.58%"
"2021-08-25","4,496.20","4,490.40","4,501.70","4,485.70","","0.22%"
"2021-08-24","4,486.20","4,484.40","4,492.80","4,482.30","","0.15%"
"2021-08-23","4,479.50","4,450.30","4,489.90","4,450.30","","0.85%"
"2021-08-20","4,441.70","4,410.60","4,444.40","4,406.80","","0.81%"
"2021-08-19","4,405.80","4,382.40","4,418.60","4,367.70","","0.12%"
"2021-08-18","4,400.30","4,440.90","4,454.30","4,397.60","","-1.07%"
"2021-08-17","4,448.10","4,462.10","4,462.10","4,417.80","","-0.71%"
"2021-08-16","4,479.70","4,461.60","4,480.30","4,437.70","","0.26%"
"2021-08-13","4,468.00","4,464.80","4,468.40","4,460.80","","0.16%"
"2021-08-12","4,460.80","4,446.10","4,461.80","4,436.00","","0.29%"
"2021-08-11","4,447.70","4,442.20","4,449.40","4,436.40","","0.25%"
"2021-08-10","4,436.80","4,435.80","4,445.20","4,430.00","","0.10%"
"2021-08-09","4,432.40","4,437.80","4,439.40","4,424.70","","-0.09%"
"2021-08-06","4,436.50","4,429.10","4,440.80","4,429.10","","0.17%"
"2021-08-05","4,429.10","4,408.90","4,429.80","4,408.90","","0.60%"
"2021-08-04","4,402.70","4,415.90","4,416.20","4,400.20","","-0.46%"
"2021-08-03","4,423.10","4,392.70","4,423.80","4,373.00","","0.82%"
"2021-08-02","4,387.20","4,406.90","4,422.20","4,384.80","","-0.18%"
"2021-07-30","4,395.30","4,395.10","4,412.20","4,389.60","","-0.54%"
"2021-07-29","4,419.10","4,403.60","4,430.00","4,403.60","","0.42%"
"2021-07-28","4,400.60","4,402.90","4,415.50","4,387.00","","-0.02%"
"2021-07-27","4,401.50","4,416.40","4,416.40","4,372.50","","-0.47%"
"2021-07-26","4,422.30","4,409.60","4,422.70","4,405.40","","0.24%"
"2021-07-23","4,411.80","4,381.20","4,415.20","4,381.20","","1.01%"
"2021-07-22","4,367.50","4,361.30","4,369.90","4,350.10","","0.20%"
"2021-07-21","4,358.70","4,331.10","4,359.70","4,331.10","","0.82%"
"2021-07-20","4,323.10","4,265.10","4,336.80","4,262.10","","1.52%"
"2021-07-19","4,258.50","4,296.40","4,296.40","4,233.10","","-1.59%"
"2021-07-16","4,327.20","4,367.40","4,375.10","4,322.50","","-0.75%"
"2021-07-15","4,360.00","4,369.00","4,369.00","4,340.70","","-0.33%"
"2021-07-14","4,374.30","4,380.10","4,393.70","4,362.40","","0.12%"
"2021-07-13","4,369.20","4,381.10","4,392.40","4,366.90","","-0.35%"
"2021-07-12","4,384.60","4,372.40","4,386.70","4,364.00","","0.34%"
"2021-07-09","4,369.60","4,329.40","4,371.60","4,329.40","","1.13%"
"2021-07-08","4,320.80","4,321.10","4,330.90","4,289.40","","-0.86%"
"2021-07-07","4,358.10","4,351.00","4,361.90","4,329.80","","0.34%"
"2021-07-06","4,343.50","4,356.50","4,356.50","4,314.40","","-0.20%"
"2021-07-02","4,352.30","4,326.60","4,355.40","4,326.60","","0.75%"
"2021-07-01","4,319.90","4,300.70","4,320.70","4,300.70","","0.52%"
"2021-06-30","4,297.50","4,290.60","4,302.40","4,288.00","","0.13%"
"2021-06-29","4,291.80","4,293.20","4,300.50","4,287.00","","0.03%"
"2021-06-28","4,290.60","4,284.90","4,292.10","4,274.70","","0.23%"
"2021-06-25","4,280.70","4,274.40","4,286.10","4,271.20","","0.33%"
"2021-06-24","4,266.50","4,257.00","4,271.30","4,257.00","","0.58%"
"2021-06-23","4,241.80","4,249.30","4,256.60","4,241.40","","-0.11%"
"2021-06-22","4,246.40","4,224.60","4,255.80","4,217.30","","0.51%"
"2021-06-21","4,224.80","4,173.40","4,226.20","4,173.40","","1.40%"
"2021-06-18","4,166.40","4,204.80","4,204.80","4,164.40","","-1.31%"
"2021-06-17","4,221.90","4,220.40","4,232.30","4,196.10","","-0.04%"
"2021-06-16","4,223.70","4,248.90","4,251.90","4,202.40","","-0.54%"
"2021-06-15","4,246.60","4,255.30","4,257.20","4,238.40","","-0.20%"
"2021-06-14","4,255.10","4,248.30","4,255.60","4,234.10","","0.18%"
"2021-06-11","4,247.40","4,242.90","4,248.40","4,232.20","","0.19%"
"2021-06-10","4,239.20","4,228.60","4,249.70","4,220.30","","0.46%"
"2021-06-09","4,219.60","4,233.00","4,237.10","4,218.70","","-0.18%"
"2021-06-08","4,227.30","4,233.80","4,236.70","4,208.40","","0.02%"
"2021-06-07","4,226.50","4,229.30","4,232.30","4,215.70","","-0.08%"
"2021-06-04","4,229.90","4,206.10","4,233.40","4,206.10","","0.88%"
"2021-06-03","4,192.90","4,191.40","4,204.40","4,167.90","","-0.36%"
"2021-06-02","4,208.10","4,206.80","4,217.40","4,198.30","","0.15%"
"2021-06-01","4,202.00","4,216.50","4,234.10","4,197.60","","-0.05%"
"2021-05-28","4,204.10","4,210.80","4,218.40","4,203.60","","0.08%"
"2021-05-27","4,200.90","4,201.90","4,213.40","4,197.80","","0.12%"
"2021-05-26","4,196.00","4,191.60","4,202.60","4,184.10","","0.19%"
"2021-05-25","4,188.10","4,205.90","4,213.40","4,182.50","","-0.21%"
"2021-05-24","4,197.10","4,170.20","4,209.50","4,170.20","","0.99%"
"2021-05-21","4,155.90","4,168.60","4,188.70","4,151.70","","-0.08%"
"2021-05-20","4,159.10","4,122.00","4,172.80","4,122.00","","1.05%"
"2021-05-19","4,115.70","4,098.40","4,116.90","4,061.40","","-0.29%"
"2021-05-18","4,127.80","4,165.90","4,169.10","4,126.00","","-0.85%"
"2021-05-17","4,163.30","4,169.90","4,171.90","4,142.70","","-0.25%"
"2021-05-14","4,173.90","4,129.60","4,183.10","4,129.60","","1.49%"
"2021-05-13","4,112.50","4,075.00","4,131.60","4,075.00","","1.22%"
"2021-05-12","4,063.00","4,130.60","4,134.70","4,056.90","","-2.15%"
"2021-05-11","4,152.10","4,150.30","4,162.00","4,111.50","","-0.87%"
"2021-05-10","4,188.40","4,228.30","4,236.40","4,188.10","","-1.04%"
"2021-05-07","4,232.60","4,210.30","4,238.00","4,201.60","","0.74%"
"2021-05-06","4,201.60","4,169.10","4,202.70","4,147.30","","0.82%"
"2021-05-05","4,167.60","4,177.10","4,187.70","4,160.90","","0.07%"
"2021-05-04","4,164.70","4,179.00","4,179.00","4,128.60","","-0.67%"
"2021-05-03","4,192.70","4,192.00","4,209.40","4,188.00","","0.28%"
"2021-04-30","4,181.20","4,198.10","4,198.10","4,174.90","","-0.72%"
"2021-04-29","4,211.50","4,206.10","4,218.80","4,176.80","","0.68%"
"2021-04-28","4,183.20","4,185.10","4,201.50","4,181.80","","-0.08%"
"2021-04-27","4,186.70","4,188.20","4,193.40","4,176.20","","-0.02%"
"2021-04-26","4,187.60","4,185.00","4,194.20","4,182.40","","0.18%"
"2021-04-23","4,180.20","4,138.80","4,194.20","4,138.80","","1.09%"
"2021-04-22","4,135.00","4,170.50","4,179.60","4,123.70","","-0.92%"
"2021-04-21","4,173.40","4,128.40","4,175.00","4,126.40","","0.93%"
"2021-04-20","4,134.90","4,159.20","4,159.20","4,118.40","","-0.68%"
"2021-04-19","4,163.30","4,179.80","4,180.80","4,150.50","","-0.53%"
"2021-04-16","4,185.50","4,174.10","4,191.30","4,170.80","","0.36%"
"2021-04-15","4,170.40","4,139.80","4,173.50","4,139.80","","1.11%"
"2021-04-14","4,124.70","4,141.60","4,151.70","4,120.90","","-0.41%"
"2021-04-13","4,141.60","4,130.10","4,148.00","4,124.40","","0.33%"
"2021-04-12","4,128.00","4,124.70","4,131.80","4,114.80","","-0.02%"
"2021-04-09","4,128.80","4,096.10","4,129.50","4,095.50","","0.77%"
"2021-04-08","4,097.20","4,089.90","4,098.20","4,082.50","","0.42%"
"2021-04-07","4,079.90","4,074.30","4,083.10","4,068.30","","0.15%"
"2021-04-06","4,073.90","4,075.60","4,086.20","4,068.10","","-0.10%"
"2021-04-05","4,077.90","4,034.40","4,083.40","4,034.40","","1.44%"
"2021-04-01","4,019.90","3,992.80","4,020.60","3,992.80","","1.18%"
"2021-03-31","3,972.90","3,967.20","3,994.40","3,967.00","","0.36%"
"2021-03-30","3,958.60","3,963.30","3,968.00","3,944.30","","-0.31%"
"2021-03-29","3,971.10","3,969.30","3,981.80","3,943.20","","-0.09%"
"2021-03-26","3,974.50","3,917.10","3,978.20","3,917.10","","1.66%"
"2021-03-25","3,909.50","3,879.30","3,919.50","3,853.50","","0.52%"
"2021-03-24","3,889.10","3,919.90","3,942.10","3,889.10","","-0.55%"
"2021-03-23","3,910.50","3,937.60","3,949.10","3,901.60","","-0.76%"
"2021-03-22","3,940.60","3,916.50","3,955.30","3,914.20","","0.70%"
"2021-03-19","3,913.10","3,913.10","3,930.10","3,886.80","","-0.06%"
"2021-03-18","3,915.50","3,953.50","3,969.60","3,910.90","","-1.47%"
"2021-03-17","3,974.10","3,949.60","3,983.90","3,935.70","","0.29%"
"2021-03-16","3,962.70","3,973.60","3,981.00","3,953.40","","-0.16%"
"2021-03-15","3,968.90","3,943.00","3,970.10","3,923.50","","0.65%"
"2021-03-12","3,943.30","3,924.50","3,945.00","3,915.20","","0.10%"
"2021-03-11","3,939.30","3,915.50","3,960.30","3,915.50","","1.04%"
"2021-03-10","3,898.80","3,892.00","3,917.30","3,885.70","","0.60%"
"2021-03-09","3,875.40","3,851.90","3,903.80","3,851.90","","1.42%"
"2021-03-08","3,821.30","3,844.40","3,881.10","3,819.20","","-0.54%"
"2021-03-05","3,841.90","3,793.60","3,851.70","3,730.20","","1.95%"
"2021-03-04","3,768.50","3,818.50","3,843.70","3,723.30","","-1.34%"
"2021-03-03","3,819.70","3,864.00","3,874.50","3,818.90","","-1.31%"
"2021-03-02","3,870.30","3,903.60","3,906.40","3,868.60","","-0.81%"
"2021-03-01","3,901.80","3,842.50","3,914.50","3,842.50","","2.38%"
"2021-02-26","3,811.20","3,839.70","3,861.10","3,789.50","","-0.47%"
"2021-02-25","3,829.30","3,915.80","3,925.00","3,814.00","","-2.45%"
"2021-02-24","3,925.40","3,873.70","3,928.70","3,859.60","","1.13%"
"2021-02-23","3,881.40","3,857.10","3,896.00","3,805.60","","0.13%"
"2021-02-22","3,876.50","3,885.60","3,902.90","3,874.70","","-0.77%"
"2021-02-19","3,906.70","3,921.20","3,930.40","3,903.10","","-0.19%"
"2021-02-18","3,914.00","3,915.90","3,922.00","3,885.00","","-0.44%"
"2021-02-17","3,931.30","3,918.50","3,933.60","3,900.40","","-0.03%"
"2021-02-16","3,932.60","3,939.60","3,950.40","3,923.80","","-0.06%"
"2021-02-12","3,934.80","3,911.70","3,937.20","3,905.80","","0.47%"
"2021-02-11","3,916.40","3,916.40","3,926.00","3,890.40","","0.17%"
"2021-02-10","3,909.90","3,920.80","3,931.50","3,884.90","","-0.03%"
"2021-02-09","3,911.20","3,910.50","3,918.30","3,902.60","","-0.11%"
"2021-02-08","3,915.60","3,892.60","3,915.80","3,892.60","","0.74%"
"2021-02-05","3,886.80","3,878.30","3,894.60","3,874.90","","0.39%"
"2021-02-04","3,871.70","3,836.70","3,872.40","3,836.70","","1.08%"
"2021-02-03","3,830.20","3,840.30","3,847.50","3,816.70","","0.10%"
"2021-02-02","3,826.30","3,791.80","3,843.10","3,791.80","","1.39%"
"2021-02-01","3,773.90","3,731.20","3,784.30","3,725.60","","1.61%"
"2021-01-29","3,714.20","3,778.10","3,778.10","3,694.10","","-1.93%"
"2021-01-28","3,787.40","3,755.80","3,830.50","3,755.80","","0.98%"
"2021-01-27","3,750.80","3,836.80","3,836.80","3,732.50","","-2.57%"
"2021-01-26","3,849.60","3,863.00","3,870.90","3,847.80","","-0.15%"
"2021-01-25","3,855.40","3,851.70","3,859.20","3,797.20","","0.36%"
"2021-01-22","3,841.50","3,844.20","3,852.30","3,830.40","","-0.30%"
"2021-01-21","3,853.10","3,857.50","3,861.40","3,845.10","","0.03%"
"2021-01-20","3,851.80","3,816.20","3,859.80","3,816.20","","1.39%"
"2021-01-19","3,798.90","3,781.90","3,804.50","3,780.40","","0.81%"
"2021-01-15","3,768.20","3,788.70","3,788.70","3,749.60","","-0.72%"
"2021-01-14","3,795.50","3,815.00","3,823.60","3,792.90","","-0.38%"
"2021-01-13","3,809.80","3,802.20","3,821.00","3,791.50","","0.23%"
"2021-01-12","3,801.20","3,801.60","3,810.80","3,776.50","","0.04%"
"2021-01-11","3,799.60","3,803.10","3,817.90","3,789.00","","-0.66%"
"2021-01-08","3,824.70","3,815.10","3,826.70","3,783.60","","0.55%"
"2021-01-07","3,803.80","3,764.70","3,811.60","3,764.70","","1.49%"
"2021-01-06","3,748.10","3,712.20","3,783.00","3,705.30","","0.57%"
"2021-01-05","3,726.90","3,698.00","3,737.80","3,695.10","","0.71%"
"2021-01-04","3,700.70","3,764.60","3,770.00","3,662.70","","-1.47%"
"2020-12-31","3,756.10","3,733.30","3,760.20","3,726.90","","0.65%"
"2020-12-30","3,732.00","3,736.20","3,744.60","3,730.20","","0.13%"
"2020-12-29","3,727.00","3,750.00","3,756.10","3,723.30","","-0.22%"
"2020-12-28","3,735.40","3,723.00","3,740.50","3,723.00","","0.87%"
"2020-12-24","3,703.10","3,694.00","3,703.80","3,689.30","","0.36%"
"2020-12-23","3,690.00","3,693.40","3,711.20","3,689.30","","0.07%"
"2020-12-22","3,687.30","3,698.10","3,698.30","3,676.20","","-0.21%"
"2020-12-21","3,694.90","3,684.30","3,702.90","3,636.50","","-0.39%"
"2020-12-18","3,709.40","3,722.40","3,726.70","3,685.80","","-0.35%"
"2020-12-17","3,722.50","3,713.70","3,725.10","3,710.90","","0.58%"
"2020-12-16","3,701.20","3,696.20","3,711.30","3,688.60","","0.18%"
"2020-12-15","3,694.60","3,666.40","3,695.30","3,659.60","","1.29%"
"2020-12-14","3,647.50","3,675.30","3,697.60","3,645.80","","-0.44%"
"2020-12-11","3,663.50","3,656.10","3,665.90","3,633.40","","-0.13%"
"2020-12-10","3,668.10","3,659.10","3,678.50","3,645.20","","-0.13%"
"2020-12-09","3,672.80","3,706.00","3,712.40","3,660.50","","-0.79%"
"2020-12-08","3,702.20","3,683.10","3,708.40","3,678.80","","0.28%"
"2020-12-07","3,692.00","3,694.70","3,697.40","3,678.90","","-0.19%"
"2020-12-04","3,699.10","3,670.90","3,699.20","3,670.90","","0.88%"
"2020-12-03","3,666.70","3,668.30","3,682.70","3,657.20","","-0.06%"
"2020-12-02","3,669.00","3,653.80","3,671.00","3,644.80","","0.18%"
"2020-12-01","3,662.40","3,645.90","3,678.40","3,645.90","","1.13%"
"2020-11-30","3,621.60","3,634.20","3,634.20","3,594.40","","-0.46%"
"2020-11-27","3,638.30","3,638.60","3,644.30","3,629.30","","0.24%"
"2020-11-25","3,629.70","3,635.50","3,635.50","3,617.80","","-0.16%"
"2020-11-24","3,635.40","3,594.50","3,642.30","3,594.50","","1.62%"
"2020-11-23","3,577.60","3,566.80","3,589.80","3,552.80","","0.57%"
"2020-11-20","3,557.50","3,579.30","3,581.20","3,556.80","","-0.68%"
"2020-11-19","3,581.90","3,559.40","3,585.20","3,543.80","","0.40%"
"2020-11-18","3,567.80","3,612.10","3,619.10","3,567.30","","-1.16%"
"2020-11-17","3,609.50","3,610.30","3,623.10","3,588.70","","-0.48%"
"2020-11-16","3,626.90","3,600.20","3,628.50","3,600.20","","1.16%"
"2020-11-13","3,585.20","3,552.60","3,593.70","3,552.60","","1.36%"
"2020-11-12","3,537.00","3,562.70","3,569.00","3,518.60","","-1.00%"
"2020-11-11","3,572.70","3,563.20","3,581.20","3,557.00","","0.77%"
"2020-11-10","3,545.50","3,543.30","3,557.20","3,511.90","","-0.14%"
"2020-11-09","3,550.50","3,583.00","3,646.00","3,547.50","","1.17%"
"2020-11-06","3,509.40","3,508.30","3,521.60","3,484.30","","-0.03%"
"2020-11-05","3,510.40","3,485.70","3,529.10","3,485.70","","1.95%"
"2020-11-04","3,443.40","3,406.50","3,486.20","3,405.20","","2.20%"
"2020-11-03","3,369.20","3,336.20","3,389.50","3,336.20","","1.78%"
"2020-11-02","3,310.20","3,296.20","3,330.10","3,279.70","","1.23%"
"2020-10-30","3,270.00","3,293.60","3,304.90","3,233.90","","-1.21%"
"2020-10-29","3,310.10","3,277.20","3,341.10","3,259.80","","1.20%"
"2020-10-28","3,271.00","3,342.50","3,342.50","3,268.90","","-3.53%"
"2020-10-27","3,390.70","3,403.20","3,409.50","3,388.70","","-0.30%"
"2020-10-26","3,401.00","3,441.40","3,441.40","3,364.90","","-1.86%"
"2020-10-23","3,465.40","3,464.90","3,466.50","3,440.40","","0.34%"
"2020-10-22","3,453.50","3,438.50","3,460.50","3,415.30","","0.52%"
"2020-10-21","3,435.60","3,439.90","3,464.90","3,433.10","","-0.22%"
"2020-10-20","3,443.10","3,439.40","3,476.90","3,435.70","","0.47%"
"2020-10-19","3,426.90","3,493.70","3,502.40","3,419.90","","-1.63%"
"2020-10-16","3,483.80","3,493.50","3,515.80","3,480.40","","0.01%"
"2020-10-15","3,483.30","3,453.70","3,489.10","3,440.90","","-0.15%"
"2020-10-14","3,488.70","3,515.50","3,527.90","3,480.60","","-0.66%"
"2020-10-13","3,511.90","3,534.00","3,534.00","3,500.90","","-0.63%"
"2020-10-12","3,534.20","3,500.00","3,549.80","3,499.60","","1.64%"
"2020-10-09","3,477.10","3,459.70","3,482.30","3,458.10","","0.88%"
