Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/08  07:00:00,1340.967583,103.8577504,520.3813005,0,176.4710373,302.6124365,555.7040419,510.0028075,28.3233498,17.37788462
 12/08  08:00:00,1423.395857,105.733274,503.0863218,0,243.2593065,310.1097119,532.0047502,472.0002579,42.48502471,17.51946764
 12/08  09:00:00,1484.761692,106.7820896,522.0682856,0,243.2593065,310.1097119,524.8955972,441.8669274,56.64669961,26.38197017
 12/08  10:00:00,1539.202814,107.5504133,527.7230986,0,243.2593065,302.6124365,491.7352007,422.7844648,42.48502471,26.46571121
 12/08  11:00:00,1556.74171,108.1892759,531.1812852,0,243.2593065,310.1097119,508.5603619,402.2904518,70.80837451,35.46153554
 12/08  12:00:00,1550.414686,108.7118951,524.8247045,0,243.2593065,310.1097119,494.3598106,388.032554,70.80837451,35.51888207
 12/08  13:00:00,1496.877034,109.289029,516.3060619,0,243.2593065,310.1097119,473.1665235,375.8390815,70.80837451,26.51906748
 12/08  14:00:00,1519.561262,109.98431,505.5669082,0,243.2593065,302.6124365,448.677288,356.4960212,56.64669961,35.53456725
 12/08  15:00:00,1510.459523,110.9959137,494.3286011,0,243.2593065,302.6124365,412.4123712,334.4559721,42.48502471,35.4713744
 12/08  16:00:00,1506.503765,111.8070212,491.8216174,0,243.2593065,302.6124365,409.567915,317.5170178,56.64669961,35.40419756
 12/08  17:00:00,1516.966821,112.2339035,498.2324913,0,243.2593065,310.1097119,423.8257567,312.4179717,84.97004941,26.43773553
 12/08  18:00:00,1537.089008,112.049608,510.5191083,0,243.2593065,310.1097119,437.7321063,335.2932681,84.97004941,17.4687888
 12/08  19:00:00,1281.121682,101.2470396,550.0501951,0,166.9389264,199.1109338,448.0112789,345.6198469,84.97004941,17.42138259
 12/08  20:00:00,1271.873004,101.2470396,558.1236843,0,166.9389264,191.6136585,419.7191784,352.5148822,56.64669961,10.55759663
 12/08  21:00:00,1127.663964,101.2470396,554.2433014,0,100.1506573,124.5586935,467.762606,395.5348406,56.64669961,15.58106576
 12/08  22:00:00,1089.667501,101.2470396,550.0119411,0,100.1506573,124.5586935,467.7633126,407.8971852,42.48502471,17.3811027
 12/08  23:00:00,1037.365571,101.2470396,545.401362,0,46.09303362,124.5586935,466.3594254,429.3372662,28.3233498,8.698809438
 12/08  00:00:00,1030.538282,101.2470396,540.9576359,0,46.09303362,124.5586935,464.3638061,441.5029175,14.1616749,8.69921374
 12/09  01:00:00,1005.418462,101.2470396,536.7939992,0,46.09303362,113.3127805,476.657296,453.6149966,5.664669961,17.37762935
 12/09  02:00:00,966.0759807,101.2470396,498.6857388,0,46.09303362,113.3127805,479.8934263,465.5305301,5.664669961,8.698226278
 12/09  03:00:00,950.0459132,101.2470396,482.3503781,0,46.09303362,113.3127805,497.3479909,474.3055677,5.664669961,17.37775326
 12/09  04:00:00,935.5640463,101.2470396,475.1556951,0,46.09303362,113.3127805,498.0171758,483.652982,5.664669961,8.699523835
 12/09  05:00:00,950.8015121,101.2470396,483.2141462,0,55.62514452,113.3127805,503.8188527,480.7763093,5.664669961,17.37787342
 12/09  06:00:00,958.689277,101.2470396,485.4622613,0,55.62514452,113.3127805,510.1795965,487.3196197,14.1616749,8.69830187
 12/09  07:00:00,1011.325085,101.2470396,468.9701186,0,65.15725541,176.8892702,472.6835957,435.6615305,28.3233498,8.698715356
 12/09  08:00:00,1100.120815,101.5912223,458.4635294,0,109.6827682,220.9681645,727.528699,667.6650367,42.48502471,17.37863762
 12/09  09:00:00,1158.554548,101.583753,504.7270179,0,109.6827682,220.9681645,634.0205067,559.9201514,56.64669961,17.45365566
 12/09  10:00:00,1309.914751,102.3781756,532.7630787,0,131.9455246,266.9558176,573.4484271,513.439647,42.48502471,17.52375538
 12/09  11:00:00,1330.672138,102.8343684,538.7904574,0,131.9455246,274.4530929,586.6689184,489.4829699,70.80837451,26.37757402
 12/09  12:00:00,1331.785043,103.1553963,530.8929296,0,131.9455246,274.4530929,569.1670588,471.9788085,70.80837451,26.37987582
 12/09  13:00:00,1287.52515,103.392982,518.9987053,0,131.9455246,274.4530929,549.896113,452.7157887,70.80837451,26.37194971
 12/09  14:00:00,1271.713323,103.6347818,502.9568765,0,131.9455246,266.9558176,510.1806166,427.1600614,56.64669961,26.37385564
 12/09  15:00:00,1275.017022,103.8723456,494.6249648,0,131.9455246,266.9558176,457.3675531,397.2943369,42.48502471,17.58819148
 12/09  16:00:00,1201.957461,101.2470396,500.726616,0,109.6827682,212.5458892,378.8252042,295.8019037,56.64669961,26.37660093
 12/09  17:00:00,1213.519444,101.2470396,506.9303315,0,109.6827682,220.0431645,411.9472956,300.6035529,84.97004941,26.37369323
 12/09  18:00:00,1193.949616,101.2470396,525.1112291,0,109.6827682,220.0431645,426.719367,324.2352688,84.97004941,17.51404885
 12/09  19:00:00,1175.751718,101.2470396,550.9078071,0,100.1506573,199.1109338,464.9585797,362.6087762,84.97004941,17.37975409
 12/09  20:00:00,1165.410827,101.2470396,555.3596225,0,100.1506573,191.6136585,434.7572792,369.412539,56.64669961,8.698040579
 12/09  21:00:00,1048.844614,101.2470396,549.0637224,0,55.62514452,124.5586935,489.8630673,415.8377119,56.64669961,17.37865575
 12/09  22:00:00,1051.571383,101.2470396,542.3430475,0,55.62514452,124.5586935,476.0358146,424.8515114,42.48502471,8.699278438
 12/09  23:00:00,1044.264423,101.2470396,538.3444318,0,46.09303362,124.5586935,481.364143,444.3410838,28.3233498,8.699709413
 12/09  00:00:00,1028.174031,101.2470396,535.1275996,0,46.09303362,124.5586935,488.880584,457.3406918,14.1616749,17.37821733
 12/10  01:00:00,1003.93641,101.2470396,533.3204728,0,34.96165543,113.3127805,481.1164976,466.7531749,5.664669961,8.698652785
 12/10  02:00:00,1008.276786,101.2470396,532.6133086,0,34.96165543,113.3127805,497.8681298,474.8246466,5.664669961,17.37881322
 12/10  03:00:00,1000.547654,101.2470396,530.2307942,0,34.96165543,113.3127805,498.6811239,484.3163468,5.664669961,8.700107123
 12/10  04:00:00,998.0342734,101.2470396,528.9298369,0,34.96165543,113.3127805,516.0265601,492.9860706,5.664669961,17.3758195
 12/10  05:00:00,975.7317613,101.2470396,498.0489922,0,44.49376632,113.3127805,507.480831,493.1172281,5.664669961,8.698932973
 12/10  06:00:00,992.6155275,101.2470396,510.288693,0,44.49376632,113.3127805,523.6906146,500.8295605,14.1616749,8.699379138
 12/10  07:00:00,1024.837694,101.2470396,479.295515,0,54.02587722,176.8892702,490.7020081,444.9985455,28.3233498,17.38011285
 12/10  08:00:00,1009.239826,101.2470396,479.013291,0,54.02587722,184.3865456,499.9188435,448.7355626,42.48502471,8.698256214
 12/10  09:00:00,1128.002445,101.2470396,525.3286858,0,65.15725541,220.0431645,509.0931505,435.0028986,56.64669961,17.44355222
 12/10  10:00:00,1123.459903,101.2470396,536.0340684,0,65.15725541,212.5458892,492.0807065,432.0851777,42.48502471,17.51050413
 12/10  11:00:00,1128.62094,101.2470396,544.9308971,0,65.15725541,220.0431645,507.8927645,410.7251188,70.80837451,26.35927117
 12/10  12:00:00,1138.219355,101.2470396,552.7125849,0,65.15725541,220.0431645,502.3447014,405.1806388,70.80837451,26.35568807
 12/10  13:00:00,1145.912915,101.2470396,555.7508606,0,65.15725541,220.0431645,496.4934649,399.3291521,70.80837451,26.35593832
 12/10  14:00:00,1138.357275,101.2470396,557.5394763,0,65.15725541,212.5458892,463.2814001,384.3963945,56.64669961,22.238306
 12/10  15:00:00,1141.369549,101.2470396,559.2113369,0,65.15725541,212.5458892,432.7317057,368.5521565,42.48502471,21.69452452
 12/10  16:00:00,1144.515188,101.2470396,560.0656907,0,65.15725541,212.5458892,444.0120644,361.0078806,56.64669961,26.35748421
 12/10  17:00:00,1119.04507,101.2470396,559.6237275,0,65.15725541,220.0431645,470.0862697,358.7587207,84.97004941,26.35749963
 12/10  18:00:00,1082.123027,101.2470396,557.597293,0,54.02587722,184.3865456,490.7227485,388.2420114,84.97004941,17.51068771
 12/10  19:00:00,1047.736262,101.2470396,555.6700618,0,44.49376632,163.4543149,528.7716262,426.422805,84.97004941,17.37877178
 12/10  20:00:00,1030.171594,101.2470396,554.2193794,0,44.49376632,155.9570395,501.0132532,435.6677545,56.64669961,8.698799128
 12/10  21:00:00,981.3443613,101.2470396,543.0645664,0,44.49376632,124.5586935,541.5264148,476.1804705,56.64669961,8.699244717
 12/10  22:00:00,922.6761348,101.2470396,483.9725824,0,44.49376632,124.5586935,547.6228022,487.7579336,42.48502471,17.37984382
 12/10  23:00:00,900.4010143,101.2470396,471.7742743,0,34.96165543,124.5586935,545.7489436,508.7274527,28.3233498,8.698141136
 12/10  00:00:00,902.8283639,101.2470396,478.444769,0,34.96165543,124.5586935,552.1295581,520.5903785,14.1616749,17.37750463
 12/11  01:00:00,895.2289362,101.2470396,473.0204682,0,46.09303362,113.3127805,544.6840957,530.319804,5.664669961,8.699621775
 12/11  02:00:00,891.9452372,101.2470396,469.2838567,0,46.09303362,113.3127805,556.8633724,542.4985515,5.664669961,8.700150928
 12/11  03:00:00,905.8992673,101.2470396,477.0461528,0,46.09303362,113.3127805,574.5740136,551.5300697,5.664669961,17.37927398
 12/11  04:00:00,908.3836318,101.2470396,475.1765334,0,46.09303362,113.3127805,577.615348,563.251611,5.664669961,8.699067061
 12/11  05:00:00,968.7496507,101.2470396,468.9010798,0,100.1506573,148.9693994,565.4511795,542.405609,5.664669961,17.38090051
 12/11  06:00:00,954.353243,101.2470396,468.9747146,0,100.1506573,149.8943994,960.8058023,937.9436496,14.1616749,8.700477802
 12/11  07:00:00,1177.847264,101.5332035,469.4766354,0,176.4710373,302.6124365,702.7574641,657.0553683,28.3233498,17.37874604
 12/11  08:00:00,1289.298709,101.8411142,470.1507416,0,243.2593065,310.1097119,667.6794801,607.6726546,42.48502471,17.52180077
 12/11  09:00:00,1325.537478,101.9701867,470.6811074,0,243.2593065,310.1097119,676.5483708,593.5144915,56.64669961,26.38717962
 12/11  10:00:00,1367.11158,102.067432,478.5593472,0,243.2593065,302.6124365,653.1129124,584.155577,42.48502471,26.47231068
 12/11  11:00:00,1380.046145,102.1525261,484.4527303,0,243.2593065,310.1097119,673.6681844,567.3868774,70.80837451,35.47293241
 12/11  12:00:00,1383.021074,102.2275408,486.210219,0,243.2593065,310.1097119,663.3450128,557.0047416,70.80837451,35.53189667
 12/11  13:00:00,1342.442609,102.2952576,487.5079016,0,243.2593065,310.1097119,654.2105352,548.0397143,70.80837451,35.36244644
 12/11  14:00:00,1362.425737,102.3587448,474.1787318,0,243.2593065,302.6124365,662.0815341,569.9154531,56.64669961,35.5193814
 12/11  15:00:00,1352.127776,102.5044224,463.7694693,0,243.2593065,302.6124365,647.4961796,576.868902,42.48502471,28.14225284
 12/11  16:00:00,1343.271839,102.7095735,454.8006586,0,243.2593065,302.6124365,664.2946982,573.7707632,56.64669961,33.87723547
 12/11  17:00:00,1343.648667,103.1866722,448.135699,0,243.2593065,310.1097119,631.4990787,520.090863,84.97004941,26.43816629
 12/11  18:00:00,1347.652389,103.4273138,440.3872214,0,243.2593065,310.1097119,638.6232569,536.1783926,84.97004941,17.47481484
 12/11  19:00:00,1084.697385,101.2470396,441.3531436,0,166.9389264,199.1109338,589.7349885,487.3420756,84.97004941,17.42286349
 12/11  20:00:00,1081.664609,101.2470396,445.1805964,0,166.9389264,191.6136585,567.6964608,493.6290579,56.64669961,17.42070329
 12/11  21:00:00,947.8980188,101.2470396,445.2866092,0,100.1506573,124.5586935,611.6401717,537.5737181,56.64669961,17.41975397
 12/11  22:00:00,902.4245911,101.2470396,439.2730884,0,100.1506573,124.5586935,594.6661307,543.479629,42.48502471,8.701477036
 12/11  23:00:00,838.1744158,101.2470396,440.5767992,0,46.09303362,124.5586935,597.9269569,560.9040454,28.3233498,8.699561675
 12/11  00:00:00,842.8192611,101.2470396,444.4710468,0,46.09303362,124.5586935,598.9598374,567.4176168,14.1616749,17.38054568
 12/12  01:00:00,824.3845781,101.2470396,438.6017091,0,46.09303362,113.3127805,586.7392569,572.3759115,5.664669961,8.698675451
 12/12  02:00:00,822.0208993,101.2470396,433.9444525,0,46.09303362,113.3127805,602.0288342,578.9852791,5.664669961,17.37888516
 12/12  03:00:00,815.1089879,101.2470396,425.8852594,0,46.09303362,113.3127805,606.5810638,592.2161966,5.664669961,8.700197218
 12/12  04:00:00,809.1132203,101.2470396,419.91851,0,46.09303362,113.3127805,627.9419679,604.8978795,5.664669961,17.37941837
 12/12  05:00:00,897.1217056,101.2470396,419.0486023,0,100.1506573,148.9693994,598.9964338,584.6326076,5.664669961,8.699156193
 12/12  06:00:00,901.4054705,101.4319942,418.9290217,0,100.1506573,149.8943994,950.7963704,927.9350522,14.1616749,8.699643311
 12/12  07:00:00,1130.346063,102.1508147,418.4062285,0,176.4710373,302.6124365,727.8924607,682.1882146,28.3233498,17.38089626
 12/12  08:00:00,1245.604751,102.3878353,425.1783739,0,243.2593065,310.1097119,700.2500977,640.2434587,42.48502471,17.52161427
 12/12  09:00:00,1293.315936,102.6318025,436.9903555,0,243.2593065,310.1097119,704.4132185,621.3780511,56.64669961,26.38846781
 12/12  10:00:00,1348.823497,102.885863,456.3124503,0,243.2593065,302.6124365,675.5994658,606.6412542,42.48502471,26.47318692
 12/12  11:00:00,1369.508667,103.2466434,467.467882,0,243.2593065,310.1097119,683.4076999,577.115832,70.80837451,35.48349338
 12/12  12:00:00,1386.691779,103.6560842,482.8459123,0,243.2593065,310.1097119,649.7778946,543.4268264,70.80837451,35.54269374
 12/12  13:00:00,1367.782523,104.1912613,509.4178323,0,243.2593065,310.1097119,629.3617351,523.1816797,70.80837451,35.37168085
 12/12  14:00:00,1449.667048,104.7078275,552.7109981,0,243.2593065,302.6124365,591.1879436,499.0109159,56.64669961,35.53032812
 12/12  15:00:00,1457.205639,105.1296476,557.1311292,0,243.2593065,302.6124365,548.8007012,470.8461463,42.48502471,35.46953018
 12/12  16:00:00,1458.314468,105.3538556,559.5772131,0,243.2593065,302.6124365,543.4432377,460.2376158,56.64669961,26.55892232
 12/12  17:00:00,1474.922132,105.5172787,558.5757685,0,243.2593065,310.1097119,583.0288341,462.8075768,84.97004941,35.2512079
 12/12  18:00:00,1438.582352,105.7736579,513.0595909,0,243.2593065,310.1097119,567.7880798,465.3448357,84.97004941,17.47319468
 12/12  19:00:00,1112.403353,101.2470396,456.8926358,0,166.9389264,199.1109338,536.7002071,443.0103225,84.97004941,8.719835151
 12/12  20:00:00,1101.850148,101.2470396,462.9817121,0,166.9389264,191.6136585,519.6730806,445.603858,56.64669961,17.42252302
 12/12  21:00:00,965.6041683,101.2470396,459.9187447,0,100.1506573,124.5586935,561.79963,487.7295915,56.64669961,17.42333894
 12/12  22:00:00,914.998859,101.2470396,444.4053023,0,100.1506573,124.5586935,548.5616044,497.3751608,42.48502471,8.701418859
 12/12  23:00:00,832.3050568,101.2470396,427.1620636,0,46.09303362,124.5586935,564.2807649,518.5778438,28.3233498,17.3795713
 12/12  00:00:00,820.3296045,101.2470396,414.3939455,0,46.09303362,124.5586935,550.1631039,527.3009041,14.1616749,8.700524877
 12/13  01:00:00,804.5090822,101.2470396,408.5785185,0,46.09303362,113.3127805,558.7115698,535.6664794,5.664669961,17.38042047
 12/13  02:00:00,797.5029502,101.2470396,400.0705399,0,46.09303362,113.3127805,556.8594853,542.4950633,5.664669961,8.699752004
 12/13  03:00:00,787.2958432,101.2470396,387.0903464,0,46.09303362,113.3127805,565.9608843,551.5959407,5.664669961,8.700273713
 12/13  04:00:00,782.7965521,101.2470396,380.7916813,0,46.09303362,113.3127805,584.2561656,561.2093833,5.664669961,17.3821123
 12/13  05:00:00,861.2035209,101.2470396,366.730992,0,100.1506573,148.9693994,563.8105027,549.4465284,5.664669961,8.699304337
 12/13  06:00:00,853.1499665,101.6822595,351.1476777,0,100.1506573,149.8943994,892.1511779,860.6077203,14.1616749,17.38178267
 12/13  07:00:00,1089.56835,102.3809634,351.2035404,0,176.4710373,302.6124365,683.9263051,646.902139,28.3233498,8.700816309
 12/13  08:00:00,1204.864758,103.1909262,360.1738876,0,243.2593065,310.1097119,670.0818482,601.3239744,42.48502471,26.27284905
 12/13  09:00:00,1274.655881,103.820099,385.8094992,0,243.2593065,310.1097119,643.3578966,569.1115256,56.64669961,17.59967136
 12/13  10:00:00,1346.744464,104.3836896,414.7636416,0,243.2593065,302.6124365,625.5687921,547.7825691,42.48502471,35.30119833
 12/13  11:00:00,1396.138848,105.0147699,453.4778039,0,243.2593065,310.1097119,628.106113,521.8286012,70.80837451,35.46913732
 12/13  12:00:00,1468.366541,105.5822048,507.0351022,0,243.2593065,310.1097119,604.8269957,498.4909027,70.80837451,35.52771845
 12/13  13:00:00,1466.858442,106.2031325,528.676362,0,243.2593065,310.1097119,572.1695814,474.8239234,70.80837451,26.53728353
 12/13  14:00:00,1504.303376,106.7900576,530.6468378,0,243.2593065,302.6124365,538.422294,446.2297283,56.64669961,35.54586607
 12/13  15:00:00,1512.514801,107.1581648,533.9197721,0,243.2593065,302.6124365,498.5056842,420.5357944,42.48502471,35.48486508
 12/13  16:00:00,1514.8245,107.4118638,533.4315184,0,243.2593065,302.6124365,494.8354477,402.7703294,56.64669961,35.41841869
 12/13  17:00:00,1508.559843,107.8026675,536.1559821,0,243.2593065,310.1097119,507.9877267,396.5702828,84.97004941,26.44739447
 12/13  18:00:00,1477.514924,108.0321982,512.5583246,0,243.2593065,310.1097119,517.6640097,415.2208477,84.97004941,17.47311258
 12/13  19:00:00,1170.018538,101.2470396,477.2382318,0,166.9389264,199.1109338,508.8822775,406.486804,84.97004941,17.42542405
 12/13  20:00:00,1125.29097,101.2470396,456.5151225,0,166.9389264,191.6136585,486.9281628,412.859801,56.64669961,17.42166222
 12/13  21:00:00,993.7070504,101.2470396,457.9035565,0,100.1506573,124.5586935,520.3155925,454.9464925,56.64669961,8.722400381
 12/13  22:00:00,949.6361956,101.2470396,446.6161223,0,100.1506573,124.5586935,524.6033209,464.7328664,42.48502471,17.38542975
 12/13  23:00:00,864.9504586,101.2470396,426.7414128,0,46.09303362,124.5586935,526.6609754,489.6364951,28.3233498,8.701130525
 12/13  00:00:00,856.2377324,101.2470396,414.327864,0,46.09303362,124.5586935,533.0609143,501.5204828,14.1616749,17.37875663
 12/14  01:00:00,835.8858288,101.2470396,401.6902814,0,46.09303362,113.3127805,524.8929203,510.5279347,5.664669961,8.700315557
 12/14  02:00:00,818.1660996,101.2470396,382.2215898,0,46.09303362,113.3127805,535.0502895,520.6847195,5.664669961,8.700900094
 12/14  03:00:00,810.3792142,101.2470396,371.5273125,0,46.09303362,113.3127805,553.8722434,530.8266343,5.664669961,17.38093912
 12/14  04:00:00,797.637337,101.2470396,356.9906479,0,46.09303362,113.3127805,555.3216571,540.9570082,5.664669961,8.699978932
 12/14  05:00:00,872.2249394,101.2470396,346.2355912,0,100.1506573,148.9693994,551.9008788,528.8546584,5.664669961,17.38155041
 12/14  06:00:00,870.842857,101.7714863,344.5384021,0,100.1506573,149.8943994,839.7328729,816.8696053,14.1616749,8.701592675
 12/14  07:00:00,1094.071458,102.6486927,337.003882,0,176.4710373,302.6124365,665.2466836,619.5422705,28.3233498,17.38106327
 12/14  08:00:00,1228.790642,103.8289658,351.1089263,0,243.2593065,310.1097119,638.5527024,578.5419331,42.48502471,17.52574459
 12/14  09:00:00,1297.368006,104.7923023,383.7660293,0,243.2593065,310.1097119,630.1098367,547.0739032,56.64669961,26.38923383
 12/14  10:00:00,1369.280619,105.4653495,426.2440341,0,243.2593065,302.6124365,596.1029555,527.1371209,42.48502471,26.48080984
 12/14  11:00:00,1410.775317,106.0645827,462.7368676,0,243.2593065,310.1097119,609.422434,503.1270452,70.80837451,35.48701425
 12/14  12:00:00,1462.659106,106.5562796,508.5055348,0,243.2593065,310.1097119,588.883801,482.5278588,70.80837451,35.5475676
 12/14  13:00:00,1454.48287,106.8244887,535.5386695,0,243.2593065,310.1097119,572.5089785,466.3241757,70.80837451,35.37642838
 12/14  14:00:00,1490.056463,107.3337929,543.000202,0,243.2593065,302.6124365,537.6049186,445.4218158,56.64669961,35.53640326
 12/14  15:00:00,1493.398181,107.4636071,546.8272711,0,243.2593065,302.6124365,513.8815997,435.9207472,42.48502471,35.47582779
 12/14  16:00:00,1495.282887,108.0399077,549.0262196,0,243.2593065,302.6124365,484.4909289,401.2805078,56.64669961,26.56372151
 12/14  17:00:00,1503.743203,108.2688245,551.9131699,0,243.2593065,310.1097119,505.456069,385.2287228,84.97004941,35.25729676
 12/14  18:00:00,1514.459081,108.408617,550.7727568,0,243.2593065,310.1097119,512.1271115,409.6815183,84.97004941,17.47554383
 12/14  19:00:00,1242.213295,101.2470396,548.6831749,0,166.9389264,199.1109338,496.380139,402.6892047,84.97004941,8.720884909
 12/14  20:00:00,1229.585343,101.2470396,548.4867813,0,166.9389264,191.6136585,480.2074785,406.1359547,56.64669961,17.42482417
 12/14  21:00:00,1011.268527,101.2470396,474.7432501,0,100.1506573,124.5586935,522.7525289,448.6800549,56.64669961,17.42577443
 12/14  22:00:00,964.2193995,101.2470396,467.9249257,0,100.1506573,124.5586935,508.5662983,457.3787498,42.48502471,8.702523837
 12/14  23:00:00,911.705369,101.2470396,478.5217071,0,46.09303362,124.5586935,523.9235534,478.2182186,28.3233498,17.381985
 12/14  00:00:00,893.7553216,101.2470396,466.6515779,0,46.09303362,124.5586935,511.699965,488.8389798,14.1616749,8.699310381
 12/15  01:00:00,868.9110639,101.2470396,458.3970045,0,46.09303362,113.3127805,519.9575224,496.911041,5.664669961,17.38181143
 12/15  02:00:00,891.6454686,101.2470396,471.7336083,0,46.09303362,113.3127805,516.8496813,502.483895,5.664669961,8.70111633
 12/15  03:00:00,898.1659815,101.2470396,474.3416616,0,46.09303362,113.3127805,532.8104999,509.7644051,5.664669961,17.38142478
 12/15  04:00:00,862.8624998,101.2470396,455.6035102,0,46.09303362,113.3127805,531.3498706,516.9849544,5.664669961,8.700246242
 12/15  05:00:00,934.723378,101.2470396,445.3529461,0,100.1506573,148.9693994,516.9387904,502.5733272,5.664669961,8.700793224
 12/15  06:00:00,925.7218469,101.7938523,438.1791061,0,100.1506573,149.8943994,805.0022295,773.4566604,14.1616749,17.38389423
 12/15  07:00:00,1132.594903,102.8242113,419.851635,0,176.4710373,302.6124365,620.2804817,583.25721,28.3233498,8.699921849
 12/15  08:00:00,1229.865802,104.3982312,402.1556978,0,243.2593065,310.1097119,613.5320746,544.7689446,42.48502471,26.27810532
 12/15  09:00:00,1280.195956,105.4067387,415.2136658,0,243.2593065,310.1097119,594.3032007,511.2622723,56.64669961,26.39422886
 12/15  10:00:00,1342.715822,105.9924338,442.6603992,0,243.2593065,302.6124365,562.0524487,493.0803574,42.48502471,26.48706665
 12/15  11:00:00,1381.307203,106.5595445,473.975113,0,243.2593065,310.1097119,576.8874156,470.597941,70.80837451,35.48110005
 12/15  12:00:00,1404.18428,106.9162679,491.5595407,0,243.2593065,310.1097119,563.5991382,457.2492668,70.80837451,35.54149688
 12/15  13:00:00,1413.983871,107.4851545,531.1995252,0,243.2593065,310.1097119,541.3333577,438.8116255,70.80837451,31.71335765
 12/15  14:00:00,1471.447527,107.6414034,549.4709599,0,243.2593065,302.6124365,523.8560865,427.9980551,56.64669961,39.21133173
 12/15  15:00:00,1487.070399,107.9256888,551.6978079,0,243.2593065,302.6124365,484.7524233,412.7845921,42.48502471,29.48280648
 12/15  16:00:00,1500.344488,108.4825909,549.539351,0,243.2593065,302.6124365,471.7873533,382.5809488,56.64669961,32.55970484
 12/15  17:00:00,1512.227068,108.9289795,546.5462746,0,243.2593065,310.1097119,484.4588343,373.041742,84.97004941,26.44704293
 12/15  18:00:00,1510.851603,109.0159968,545.3043915,0,243.2593065,310.1097119,499.4729932,397.0234179,84.97004941,17.47952584
 12/15  19:00:00,1216.105698,101.2470396,540.9853672,0,166.9389264,199.1109338,499.4833396,397.0870703,84.97004941,17.4262199
 12/15  20:00:00,1177.970508,101.2470396,491.4355427,0,166.9389264,191.6136585,477.9863008,403.9179571,56.64669961,17.42164407
 12/15  21:00:00,1076.951889,101.2470396,490.4110479,0,100.1506573,124.5586935,518.4791451,444.407959,56.64669961,17.42448651
 12/15  22:00:00,1023.413449,101.2470396,469.4229144,0,100.1506573,124.5586935,506.5062391,455.317393,42.48502471,8.703821433
 12/15  23:00:00,929.6970065,101.2470396,451.2951071,0,46.09303362,124.5586935,525.4918548,479.7893417,28.3233498,17.3791633
 12/15  00:00:00,884.1163644,101.2470396,441.926414,0,46.09303362,124.5586935,512.9701431,490.1079576,14.1616749,8.700510634
 12/16  01:00:00,853.9158808,101.2470396,429.9257455,0,46.09303362,113.3127805,515.7273341,501.3614431,5.664669961,8.70122105
 12/16  02:00:00,842.3768093,101.2470396,407.6420863,0,46.09303362,113.3127805,535.2482436,512.2017673,5.664669961,17.3818064
 12/16  03:00:00,862.9207957,101.2470396,398.1542538,0,46.09303362,113.3127805,536.6514725,522.2863248,5.664669961,8.700477718
 12/16  04:00:00,864.6540814,101.2470396,383.233076,0,46.09303362,113.3127805,556.5968848,533.5495415,5.664669961,17.38267329
 12/16  05:00:00,847.4164687,101.2470396,365.3062647,0,55.62514452,113.3127805,547.5103076,533.1435636,5.664669961,8.702074018
 12/16  06:00:00,854.4823438,101.2470396,366.8987946,0,55.62514452,113.3127805,573.9924768,542.4498051,14.1616749,17.3809968
 12/16  07:00:00,926.9587233,101.2470396,364.4542795,0,65.15725541,176.8892702,523.7074306,486.6827316,28.3233498,8.701349231
 12/16  08:00:00,1028.128658,101.5921899,359.4357984,0,109.6827682,220.9681645,821.3820025,761.5150492,42.48502471,17.3819286
 12/16  09:00:00,1049.551846,101.5864495,377.0498327,0,109.6827682,220.9681645,712.4807372,638.3775289,56.64669961,17.45650865
 12/16  10:00:00,1194.083049,101.9889143,409.7828011,0,131.9455246,266.9558176,654.07927,594.0618241,42.48502471,17.53242118
 12/16  11:00:00,1239.793709,102.0206454,445.2085164,0,131.9455246,274.4530929,668.7613449,571.5598823,70.80837451,26.39308809
 12/16  12:00:00,1281.374714,102.0923457,485.0993281,0,131.9455246,274.4530929,651.7151943,554.5152983,70.80837451,26.39152151
 12/16  13:00:00,1280.458853,102.3179205,514.5438579,0,131.9455246,274.4530929,630.2639483,533.0709642,70.80837451,26.38460956
 12/16  14:00:00,1287.718774,102.4711062,525.7114421,0,131.9455246,266.9558176,594.1023803,511.0680328,56.64669961,26.38764785
 12/16  15:00:00,1301.459271,102.5905586,531.4966334,0,131.9455246,266.9558176,553.2855799,484.4158028,42.48502471,26.38475238
 12/16  16:00:00,1229.398162,101.2470396,533.7451937,0,109.6827682,212.5458892,427.8598054,353.6162413,56.64669961,17.59686447
 12/16  17:00:00,1241.320726,101.2470396,535.0062318,0,109.6827682,220.0431645,464.1953077,352.8390741,84.97004941,26.38618419
 12/16  18:00:00,1201.45595,101.2470396,534.559796,0,109.6827682,220.0431645,487.9113827,376.6683666,84.97004941,26.27296665
 12/16  19:00:00,1141.58157,101.2470396,528.2137019,0,100.1506573,199.1109338,509.195992,415.5241835,84.97004941,8.701759027
 12/16  20:00:00,1056.694089,101.2470396,459.5655392,0,100.1506573,191.6136585,496.2525728,422.2256976,56.64669961,17.38017559
 12/16  21:00:00,947.7308621,101.2470396,470.83852,0,55.62514452,124.5586935,531.8771215,466.5295138,56.64669961,8.70090817
